Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )

ABN  AMRO Mutual Fund
104345;HSBC Liquid Plus Fund - Inst. Plus - Dividend - Weekly;10.0412;10.0412;10.0412;20-Sep-2007
104347;HSBC Liquid Plus Fund - Inst. Plus - Growth;10.7875;10.7875;10.7875;20-Sep-2007
104343;HSBC Liquid Plus Fund - Regular -  Dividend - Weekly;10.0398;10.0398;10.0398;20-Sep-2007
104342;HSBC Liquid Plus Fund - Regular - Dividend - Daily;10.0122;10.0122;10.0122;20-Sep-2007
104350;HSBC Liquid Plus Fund - Regular - Growth;10.7625;10.7625;10.7625;20-Sep-2007
102257;HSBC MIP - Regular -  Dividend - Monthly;10.8997;10.8452;10.8997;20-Sep-2007

102258;HSBC MIP - Regular - Dividend - Quarterly;10.8764;10.8220;10.8764;20-Sep-2007
102259;HSBC MIP - Regular - Growth;13.2984;13.2319;13.2984;20-Sep-2007
102261;HSBC MIP - Savings -  Dividend - Quarterly;11.4054;11.3484;11.4054;20-Sep-2007
102260;HSBC MIP - Savings - Dividend - Monthly;11.3959;11.3389;11.3959;20-Sep-2007
102262;HSBC MIP - Savings - Growth;14.5738;14.5009;14.5738;20-Sep-2007

ICICI Prudential Mutual Fund
101098;ICICI Prudential Child Care -Study Plan; 21.2869 ; 21.0740 ; 21.6062 ;20-Sep-2007
101127;ICICI Prudential Child Care- Gift Plan; 48.40 ; 47.91 ; 49.12 ;20-Sep-2007
102421;ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Institutional; 11.6599 ; 11.3684 ; 11.6599 ;7-May-2007
102423;ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Institutional Dividend - 1; 10.0000 ; 9.7500 ; 10.0000 ;7-May-2007
102425;ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Institutional Growth - 1; 10.7594 ; 10.4904 ; 10.7594 ;7-May-2007
102416;ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Retail; 11.5807 ; 11.2912 ; 11.5807 ;7-May-2007
102422;ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Retail Dividend - 1; 10.0000 ; 9.7500 ; 10.0000 ;7-May-2007
102424;ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Retail Growth - 1; 10.7376 ; 10.4692 ; 10.7376 ;7-May-2007
101618;ICICI Prudential Flexible Income Plan-Daily Dividend Plan; 10.5735 ; 10.5735 ; 10.5735 ;20-Sep-2007
101619;ICICI Prudential Flexible Income Plan-Growth; 14.2834 ; 14.2834 ; 14.2834 ;20-Sep-2007
101617;ICICI Prudential Flexible Income Plan-Weekly Dividend Plan; 10.5468 ; 10.5468 ; 10.5468 ;20-Sep-2007
101800;ICICI Prudential Floating Rate Plan-- Option A - Daily Dividend Option; 10.0040 ; 10.0040 ; 10.0040 ;20-Sep-2007
101801;ICICI Prudential Floating Rate Plan-- Option C - Daily Dividend Option; 10.0040 ; 10.0040 ; 10.0040 ;20-Sep-2007
101804;ICICI Prudential Floating Rate Plan-D - Dividend Daily; 10.0021 ; 10.0021 ; 10.0021 ;20-Sep-2007
101799;ICICI Prudential Floating Rate Plan-Daily Dividend Option; 10.0040 ; 10.0040 ; 10.0040 ;20-Sep-2007
101796;ICICI Prudential Floating Rate Plan-Dividend - Option A; 10.0299 ; 9.9798 ; 10.0299 ;20-Sep-2007
101794;ICICI Prudential Floating Rate Plan-Dividend - Option B; 10.0672 ; 10.0672 ; 10.0672 ;20-Sep-2007
101798;ICICI Prudential Floating Rate Plan-Dividend - Option C; 10.0301 ; 10.0301 ; 10.0301 ;20-Sep-2007
101795;ICICI Prudential Floating Rate Plan-Growth - Option A; 12.0762 ; 12.0159 ; 12.0762 ;20-Sep-2007
101793;ICICI Prudential Floating Rate Plan-Growth - Option B; 12.9744 ; 12.9744 ; 12.9744 ;20-Sep-2007
101797;ICICI Prudential Floating Rate Plan-Growth - Option C; 12.2056 ; 12.2056 ; 12.2056 ;20-Sep-2007
101803;ICICI Prudential Floating Rate Plan-Plan D - Dividend; 10.0288 ; 10.0288 ; 10.0288 ;20-Sep-2007
101802;ICICI Prudential Floating Rate Plan-Plan D - Growth option; 11.4243 ; 11.4243 ; 11.4243 ;20-Sep-2007
102074;ICICI Prudential FMP Series 5-FMP Yearly Series 5-Institutional Dividend;0;0;0;3-Aug-2006
102078;ICICI Prudential FMP Series 5-FMP Yearly Series 5-Institutional Dividend-1; 10.0000 ; 9.8500 ; 10.0000 ;27-Apr-2007
102073;ICICI Prudential FMP Series 5-FMP Yearly Series 5-Institutional Growth; 11.6038 ; 11.4298 ; 11.6038 ;27-Apr-2007
102077;ICICI Prudential FMP Series 5-FMP Yearly Series 5-Institutional Growth-1; 10.7552 ; 10.5939 ; 10.7552 ;27-Apr-2007
102072;ICICI Prudential FMP Series 5-FMP Yearly Series 5-Retail Dividend; 10.0000 ; 9.8500 ; 10.0000 ;27-Apr-2007
102076;ICICI Prudential FMP Series 5-FMP Yearly Series 5-Retail Dividend-1; 10.0000 ; 9.8500 ; 10.0000 ;27-Apr-2007
102071;ICICI Prudential FMP Series 5-FMP Yearly Series 5-Retail Growth; 11.5500 ; 11.3767 ; 11.5500 ;27-Apr-2007
102075;ICICI Prudential FMP Series 5-FMP Yearly Series 5-Retail Growth-1; 10.7331 ; 10.5721 ; 10.7331 ;27-Apr-2007
102288;ICICI Prudential FMP Yearly Series 24-Dividend Option;0;0;0;3-Aug-2006
102289;ICICI Prudential FMP Yearly Series 24-Growth;0;0;0;3-Aug-2006
102587;ICICI Prudential FMP-15 Month - Series 25-Institutional Plan-Cumulative Option; 11.6183 ; 11.3859 ; 11.6183 ;9-Apr-2007
102585;ICICI Prudential FMP-15 Month - Series 25-Retail Plan-Cumulative Option; 11.5121 ; 11.2819 ; 11.5121 ;9-Apr-2007
102710;ICICI Prudential FMP-Yearly -Series 25; 10.3658 ; 10.1585 ; 10.3658 ;19-Jul-2006
102060;ICICI Prudential Gilt Fund Investment Plan PF Option; 12.3781 ; 12.3038 ; 12.3781 ;20-Sep-2007
100364;ICICI Prudential Income Plan-Dividend Option; 10.8205 ; 10.7664 ; 10.8205 ;20-Sep-2007
100365;ICICI Prudential Income Plan-Growth Option; 22.5498 ; 22.4371 ; 22.5498 ;20-Sep-2007
101642;ICICI Prudential Income Plan-Institutional Option-Dividend;0;0;0;3-Aug-2006
101643;ICICI Prudential Income Plan-Institutional Option-Growth; 23.2164 ; 23.1003 ; 23.2164 ;20-Sep-2007
100366;ICICI Prudential Income Plan-Institutional Quarterly Dividend; 10.5051 ; 10.4525 ; 10.5051 ;20-Sep-2007
100367;ICICI Prudential Income Plan-Quarterly Dividend; 11.3217 ; 11.2651 ; 11.3217 ;20-Sep-2007
106291;ICICI Prudential Interval Fund - Annual Interval Plan I - Institutional Growth Option; 10.0756 ; 10.0756 ; 10.0756 ;20-Sep-2007
106290;ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Dividend; 10.0730 ; 10.0730 ; 10.0730 ;20-Sep-2007
106292;ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Growth; 10.0730 ; 10.0730 ; 10.0730 ;20-Sep-2007
105650;ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Dividend; 10.0870 ; 10.0870 ; 10.0870 ;20-Sep-2007
105651;ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Growth; 10.2691 ; 10.2691 ; 10.2691 ;20-Sep-2007
105799;ICICI Prudential Interval Fund - Monthly Interval Plan II - Retail Dividend; 10.1286 ; 10.1286 ; 10.1286 ;20-Sep-2007
105798;ICICI Prudential Interval Fund - Monthly Interval Plan II - Retail Growth; 10.2815 ; 10.2815 ; 10.2815 ;20-Sep-2007
105711;ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Dividend; 10.0786 ; 10.0786 ; 10.0786 ;20-Sep-2007

105710;ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Growth; 10.3348 ; 10.3348 ; 10.3348 ;20-Sep-2007
105907;ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Dividend; 10.0063 ; 10.0063 ; 10.0063 ;20-Sep-2007
105908;ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Growth; 10.2324 ; 10.2324 ; 10.2324 ;20-Sep-2007
106141;ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Dividend; 10.0841 ; 10.0841 ; 10.0841 ;20-Sep-2007
106142;ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Growth; 10.0841 ; 10.0841 ; 10.0841 ;20-Sep-2007
102742;ICICI Prudential Long Term Floating Rate Plan-Plan A-Dividend; 10.1484 ; 10.0977 ; 10.1484 ;20-Sep-2007
102741;ICICI Prudential Long Term Floating Rate Plan-Plan A-Growth; 11.9500 ; 11.8903 ; 11.9500 ;20-Sep-2007
102744;ICICI Prudential Long Term Floating Rate Plan-Plan B-Dividend; 10.1731 ; 10.1731 ; 10.1731 ;20-Sep-2007
102743;ICICI Prudential Long Term Floating Rate Plan-Plan B-Growth; 12.1010 ; 12.1010 ; 12.1010 ;20-Sep-2007
102746;ICICI Prudential Long Term Floating Rate Plan-Plan C-Dividend;0;0;0;3-Aug-2006
102745;ICICI Prudential Long Term Floating Rate Plan-Plan C-Growth; 10.0232 ; 10.0232 ; 10.0232 ;22-Feb-2007
101351;ICICI Prudential Long Term Plan-Dividend; 10.4864 ; 10.4864 ; 10.4864 ;20-Sep-2007
101350;ICICI Prudential Long Term Plan-Growth Option; 16.2707 ; 16.2707 ; 16.2707 ;20-Sep-2007
100952;ICICI Prudential MIP-Cumulative; 19.9854 ; 19.8855 ; 19.9854 ;20-Sep-2007
100955;ICICI Prudential MIP-Dividend-Half Yearly; 11.5944 ; 11.5364 ; 11.5944 ;20-Sep-2007
100953;ICICI Prudential MIP-Dividend-Monthly; 11.6915 ; 11.6330 ; 11.6915 ;20-Sep-2007
100954;ICICI Prudential MIP-Dividend-Quarterly; 11.8213 ; 11.7622 ; 11.8213 ;20-Sep-2007
101759;ICICI Prudential Short Term Plan-Fortnightly Dividend; 10.8446 ; 10.8446 ; 10.8446 ;20-Sep-2007
101758;ICICI Prudential Short Term Plan-Growth; 14.9235 ; 14.9235 ; 14.9235 ;20-Sep-2007
101231;ICICI Prudential Short Term Plan-Institutional Growth-Institutional Growth; 15.0940 ; 15.0940 ; 15.0940 ;20-Sep-2007
101230;ICICI Prudential Short Term Plan-Institutional Plan - Dividend-Fortnightly; 11.0915 ; 11.0915 ; 11.0915 ;20-Sep-2007
101229;ICICI Prudential Short Term Plan-Institutional Plan - Dividend-Monthly; 11.1385 ; 11.1385 ; 11.1385 ;20-Sep-2007
101165;ICICI Prudential Short Term Plan - Div. Option; 10.8644 ; 10.8644 ; 10.8644 ;20-Sep-2007

ING Mutual Fund
100180;ING Income Fund- Dividend Option (Annual);10.8155;10.8155;10.8155;20-Sep-2007
100185;ING Income Fund-Bonus Option;11.5896;11.5896;11.5896;20-Sep-2007
100179;ING Income Fund-Dividend Option (Half Yearly);10.6670;10.6670;10.6670;20-Sep-2007
100178;ING Income Fund-Dividend Option (Quarterly);10.4558;10.4558;10.4558;20-Sep-2007
100181;ING Income Fund-Growth Option;19.0079;19.0079;19.0079;20-Sep-2007
100186;ING Income Fund-Institutional Bonus Option;11.9184;11.9184;11.9184;20-Sep-2007
100184;ING Income Fund-Institutional Dividend Option (Annual);10.8112;10.8112;10.8112;20-Sep-2007
100182;ING Income Fund-Institutional Dividend Option (Half Yearly);10.0000;10.0000;10.0000;20-Sep-2007
100183;ING Income Fund-Institutional Dividend Option (Quarterly);10.0000;10.0000;10.0000;20-Sep-2007
100187;ING Income Fund-Institutional Growth Option;19.9095;19.9095;19.9095;20-Sep-2007
101288;ING Income Fund- Short Term Plan-Growth Option;13.9152;13.9152;13.9152;20-Sep-2007
101550;ING Income Fund-Short Term Plan -Dividend Option;11.4198;11.4198;11.4198;20-Sep-2007
105214;ING Liquid Plus Fund - Institutional Bonus Option;10.0000;10.0000;10.0000;20-Sep-2007
105212;ING Liquid Plus Fund - Institutional Daily Dividend Option;10.0033;10.0033;10.0033;20-Sep-2007
105207;ING Liquid Plus Fund - Institutional Growth Option;10.3814;10.3814;10.3814;20-Sep-2007
105209;ING Liquid Plus Fund - Institutional Monthly Dividend Option;10.0818;10.0818;10.0818;20-Sep-2007
105213;ING Liquid Plus Fund - Institutional Quarterly Dividend Option;10.0000;10.0000;10.0000;20-Sep-2007
105208;ING Liquid Plus Fund - Institutional Weekly Dividend Option;10.0411;10.0411;10.0411;20-Sep-2007
105206;ING Liquid Plus Fund - Regular Bonus Option;10.0000;10.0000;10.0000;20-Sep-2007
105203;ING Liquid Plus Fund - Regular Daily Dividend Option;10.0026;10.0026;10.0026;20-Sep-2007
105210;ING Liquid Plus Fund - Regular Growth Option;10.4389;10.4389;10.4389;20-Sep-2007
105204;ING Liquid Plus Fund - Regular Monthly Dividend Option;10.1012;10.1012;10.1012;20-Sep-2007
105205;ING Liquid Plus Fund - Regular Quarterly Dividend Option;10.1443;10.1443;10.1443;20-Sep-2007
105211;ING Liquid Plus Fund - Regular Weekly Dividend Option;10.0427;10.0427;10.0427;20-Sep-2007
102223;ING MIP Fund Plan A-Annual Dividend Option;10.4970;10.4970;10.4970;20-Sep-2007
102231;ING MIP Fund Plan A-Bonus Option;11.9233;11.9233;11.9233;20-Sep-2007
102222;ING MIP Fund Plan A-Growth Option;11.9233;11.9233;11.9233;20-Sep-2007
102226;ING MIP Fund Plan A-Half Yearly Dividend Option;10.3975;10.3975;10.3975;20-Sep-2007
102224;ING MIP Fund Plan A-Monthly Dividend Option;10.1507;10.1507;10.1507;20-Sep-2007
102225;ING MIP Fund Plan A-Quarterly Dividend Option;10.3315;10.3315;10.3315;20-Sep-2007
102236;ING MIP Fund Plan B-Annual Dividend Option;10.9692;10.9692;10.9692;20-Sep-2007
102240;ING MIP Fund Plan B-Bonus Option;12.7646;12.7646;12.7646;20-Sep-2007
102232;ING MIP Fund Plan B-Growth Option;12.7646;12.7646;12.7646;20-Sep-2007
102235;ING MIP Fund Plan B-Half Yearly Dividend Option;10.9096;10.9096;10.9096;20-Sep-2007
102233;ING MIP Fund Plan B-Monthly Dividend Option;10.4417;10.4417;10.4417;20-Sep-2007
102234;ING MIP Fund Plan B-Quarterly Dividend Option;10.7329;10.7329;10.7329;20-Sep-2007
102714;ING Select Debt Fund-Annual Dividend Option;10.2658;10.2658;10.2658;20-Sep-2007
102715;ING Select Debt Fund-Bonus Option;11.3192;11.3192;11.3192;20-Sep-2007
102711;ING Select Debt Fund-Growth Option;11.3192;11.3192;11.3192;20-Sep-2007

102713;ING Select Debt Fund-Half Yearly Dividend Option;10.3213;10.3213;10.3213;20-Sep-2007
102712;ING Select Debt Fund-Quarterly Dividend Option;10.1591;10.1591;10.1591;20-Sep-2007

JM Financial Mutual Fund
102904;JM Equity & Derivative Fund-Bonus-Bonus option;11.0473;11.0473;11.0473;20-Sep-2007
102903;JM Equity & Derivative Fund-Dividend-dividend option;10.4541;10.4541;10.4541;20-Sep-2007
102902;JM Equity & Derivative Fund-Growth-growth option;11.9306;11.9306;11.9306;20-Sep-2007
100222;JM Income Fund-Dividend;10.3919;10.3919;10.3919;20-Sep-2007
100223;JM Income Fund-Growth Plan - Growth Option;29.3728;29.3728;29.3728;20-Sep-2007
101181;JM Income Growth - Bonus Option;12.0167;12.0167;12.0167;20-Sep-2007
105638;JM LIQUID PLUS FUND - PREMIUM PLAN - DAILY DIVIDEND OPTION;10.0000;10.0000;10.0000;20-Sep-2007
101807;JM LIQUID PLUS FUND - PREMIUM PLAN - DIVIDEND OPTION;10.0923;10.0923;10.0923;20-Sep-2007
101808;JM LIQUID PLUS FUND - PREMIUM PLAN - GROWTH OPTION;11.8999;11.8999;11.8999;20-Sep-2007
105636;JM LIQUID PLUS FUND - PREMIUM PLAN - WEEKLY DIVIDEND OPTION;10.0507;10.0507;10.0507;20-Sep-2007
105639;JM LIQUID PLUS FUND - REGULAR PLAN - DAILY DIVIDEND OPTION;10.0000;10.0000;10.0000;20-Sep-2007
101805;JM LIQUID PLUS FUND - REGULAR PLAN - DIVIDEND OPTION;12.4332;12.4332;12.4332;20-Sep-2007
101806;JM LIQUID PLUS FUND - REGULAR PLAN - GROWTH OPTION;12.3929;12.3929;12.3929;20-Sep-2007
105637;JM LIQUID PLUS FUND - REGULAR PLAN - WEEKLY DIVIDEND OPTION;10.0253;10.0253;10.0253;20-Sep-2007
102026;JM MIP FUND-Annual Dividend;11.5494;11.5494;11.5494;20-Sep-2007
102027;JM MIP FUND-Growth;13.8809;13.8809;13.8809;20-Sep-2007
102024;JM MIP FUND-Monthly Dividend;10.7272;10.7272;10.7272;20-Sep-2007
102025;JM MIP FUND-Quarterly Dividend;10.8574;10.8574;10.8574;20-Sep-2007
101524;JM Short Term Fund..-- Institutional Plan - Dividend;10.3423;10.3423;10.3423;20-Sep-2007
101521;JM Short Term Fund..-- Institutional Plan - Growth;10.0000;10.0000;10.0000;20-Sep-2007
101519;JM Short Term Fund..-Dividend Plan;11.4141;11.4141;11.4141;20-Sep-2007
101520;JM Short Term Fund..-Growth Plan;13.9211;13.9211;13.9211;20-Sep-2007

Kotak Mahindra Mutual Fund
100291;Kotak Bond-Deposit-Dividend;12.2126;12.2126;12.2126;20-Sep-2007
100292;Kotak Bond-Deposit-Growth;19.3235;19.3235;19.3235;20-Sep-2007
100300;Kotak Bond-Regular-Annual Dividend;13.7005;13.7005;13.7005;20-Sep-2007
100301;Kotak Bond-Regular-Bonus Plan;13.6644;13.6644;13.6644;20-Sep-2007
100299;Kotak Bond-Regular-Growth;20.5001;20.5001;20.5001;20-Sep-2007
100298;Kotak Bond-Regular-Quaterly Dividend;10.6651;10.6651;10.6651;20-Sep-2007
101372;Kotak Bond Short Term Plan-(Dividend);10.0386;10.0386;10.0386;20-Sep-2007
101373;Kotak Bond Short Term Plan-(Growth);14.1665;14.1665;14.1665;20-Sep-2007
102869;Kotak Flexi-Debt-Daily Dividend;10.0311;10.0311;10.0311;20-Sep-2007
102867;Kotak Flexi-Debt-Dividend;10.3062;10.3062;10.3062;20-Sep-2007
102868;Kotak Flexi-Debt-Growth;12.0993;12.0993;12.0993;20-Sep-2007
101893;Kotak Floater Short Term-(Growth);12.7615;12.7615;12.7615;20-Sep-2007
101892;Kotak Floater Short Term-(Monthly Dividend);10.0195;10.0195;10.0195;20-Sep-2007
101894;Kotak Floater Short Term-(Weekly Dividend);10.0184;10.0184;10.0184;20-Sep-2007
101954;Kotak Income Plus-(Growth);13.7198;13.7198;13.7198;20-Sep-2007
101953;Kotak Income Plus-(Monthly Dividend);11.0015;11.0015;11.0015;20-Sep-2007
101955;Kotak Income Plus-(Quaterly Dividend);11.1409;11.1409;11.1409;20-Sep-2007

LIC Mutual Fund
100314;LIC MF Bond Fund-Dividend;10.4255;10.4255;10.4255;20-Sep-2007
100315;LIC MF Bond Fund-Growth;21.1088;21.1088;21.1088;20-Sep-2007
101271;LICMF Children Fund;16.8087;16.8087;16.8087;20-Sep-2007
102816;LICMF Floater MIP-Plan A-Growth;13.9097;13.9097;13.9097;20-Sep-2007
102813;LICMF Floater MIP-Plan A-Monthly Dividend;10.3332;10.3332;10.3332;20-Sep-2007
102814;LICMF Floater MIP-Plan A-Quarterly Dividend;10.3951;10.3951;10.3951;20-Sep-2007
102815;LICMF Floater MIP-Plan A-Yearly Dividend;11.1885;11.1885;11.1885;20-Sep-2007
102820;LICMF Floater MIP-Plan B-Growth;12.4193;12.4193;12.4193;20-Sep-2007
102817;LICMF Floater MIP-Plan B-Monthly Dividend;10.2652;10.2652;10.2652;20-Sep-2007
102818;LICMF Floater MIP-Plan B-Quarterly Dividend;10.2224;10.2224;10.2224;20-Sep-2007
102819;LICMF Floater MIP-Plan B-Yearly Dividend;10.8102;10.8102;10.8102;20-Sep-2007
102269;LICMF Floating Rate Fund - Short Term Plan-Dividend;10.1529;10.1529;10.1529;20-Sep-2007
102268;LICMF Floating Rate Fund - Short Term Plan-Growth;12.4402;12.4402;12.4402;20-Sep-2007
105822;LICMF LIQUID PLUS FUND - DAILY DIVIDEND OPTION;10.0000;10.0000;10.0000;20-Sep-2007
105823;LICMF LIQUID PLUS FUND - GROWTH OPTION;10.2409;10.2409;10.2409;20-Sep-2007
105856;LICMF LIQUID PLUS FUND - MONTHLY DIVIDEND OPTION;10.1177;10.1177;10.1177;20-Sep-2007
105857;LICMF LIQUID PLUS FUND - WEEKLY DIVIDEND OPTION;10.0080;10.0080;10.0080;20-Sep-2007
101869;LICMF Monthly Income Plan-Growth Option;26.6122;26.6122;26.6122;20-Sep-2007
101866;LICMF Monthly Income Plan-Monthly Option;10.3840;10.3840;10.3840;20-Sep-2007
101867;LICMF Monthly Income Plan-Quarterly Option;10.4190;10.4190;10.4190;20-Sep-2007
101868;LICMF Monthly Income Plan-Yearly Option;11.3829;11.3829;11.3829;20-Sep-2007
101829;LICMF Short Term Plan-Dividend Option;10.0469;10.0469;10.0469;20-Sep-2007
101830;LICMF Short Term Plan-Growth Option;12.1836;12.1836;12.1836;20-Sep-2007

Lotus India Mutual Fund
106173;Lotus India Active Income Fund - Institutional - Growth;10.0692;10.0692;10.0692;20-Sep-2007
106174;Lotus India Active Income Fund - Institutional - MonthlyDividend;10.0692;10.0692;10.0692;20-Sep-2007
106177;Lotus India Active Income Fund - Retail - Growth;10.0562;9.9556;10.0562;20-Sep-2007
106171;Lotus India Active Income Fund - Retail - MonthlyDividend;10.0562;9.9556;10.0562;20-Sep-2007
106172;Lotus India Active Income Fund - Retail - QuarterlyDividend;10.0562;9.9556;10.0562;20-Sep-2007
105186;Lotus India Short Term Plan - Institutional - Daily Dividend;10.0565;10.0565;10.0565;20-Sep-2007

105189;Lotus India Short Term Plan - Institutional - Growth;10.5657;10.5657;10.5657;20-Sep-2007
105187;Lotus India Short Term Plan - Institutional - Monthly Dividend;10.1153;10.1153;10.1153;20-Sep-2007
105192;Lotus India Short Term Plan - Institutional - Weekly Dividend;10.0856;10.0856;10.0856;20-Sep-2007
105185;Lotus India Short Term Plan - Retail - Growth;10.5654;10.5390;10.5654;20-Sep-2007
105191;Lotus India Short Term Plan - Retail - Monthly Dividend;10.1148;10.0895;10.1148;20-Sep-2007
105190;Lotus India Short Term Plan - Retail - Weekly Dividend;10.0851;10.0599;10.0851;20-Sep-2007

PRINCIPAL Mutual Fund
100151;Principal Child Benefit Fund-Super Saver-Career Builder Plan;70.3400;69.9900;71.9200;20-Sep-2007
100150;Principal Child Benefit Fund-Super Saver-Future Guard Plan;69.4100;67.3300;70.9700;20-Sep-2007
100136;Principal Deposit Fund-Plan 54EA/EB-Plan 54EA /EB;17.9034;17.9034;17.9034;29-Dec-2006
102968;Principal Deposit Fund 371 days plan-March 05-Dividend;10.0000;9.8100;10.4000;3-Apr-2006
102969;Principal Deposit Fund 371 days plan-March 05-Growth;10.6181;10.4164;11.0428;3-Apr-2006
103296;Principal Deposit Fund 371 days plan-Oct 05-Dividend;10.62;10.4182;11.0448;30-Oct-2006
103297;Principal Deposit Fund 371 days plan-Oct 05-Growth;10.62;10.4182;11.0448;30-Oct-2006
103333;Principal Deposit Fund 91 days plan-Nov 05-Dividend;10;9.81;10;16-Aug-2006
103332;Principal Deposit Fund 91 days plan-Nov 05-Growth;10.5063;10.3067;10.5063;16-Aug-2006
102719;Principal Floating Rate Fund - FMP-Growth;12.1602;12.1298;12.1602;20-Sep-2007
105461;Principal Floating Rate Fund - FMP-Insti. Daily Dividend;10.0123;10.0123;10.0123;20-Sep-2007
102722;Principal Floating Rate Fund - FMP-Insti. Growth;12.2051;12.2051;12.2051;20-Sep-2007
102724;Principal Floating Rate Fund - FMP-Insti. Monthly Dividend;10.1393;10.1393;10.1393;20-Sep-2007
102723;Principal Floating Rate Fund - FMP-Insti. Weekly Dividend;10.0007;10.0007;10.0007;20-Sep-2007
102721;Principal Floating Rate Fund - FMP-Monthly Dividend;10.4486;10.4225;10.4486;20-Sep-2007
102720;Principal Floating Rate Fund - FMP-Weekly Dividend;10.0008;9.9758;10.0008;20-Sep-2007
105462;rincipal Floating Rate Fund - FMP-Reg  Daily Dividend;10.0122;10.0122;10.0122;20-Sep-2007
100960;Principal Income Fund-Dividend Plan-Annual;10.9138;10.8592;10.9138;20-Sep-2007
100957;Principal Income Fund-Dividend Plan-Half Yearly;10.7218;10.6682;10.7218;20-Sep-2007
100961;Principal Income Fund-Dividend Plan-Institutional – Quarterly;11.4520;11.4520;11.4520;20-Sep-2007
100958;Principal Income Fund-Dividend Plan-Quaterly;10.5651;10.5123;10.5651;20-Sep-2007
100962;Principal Income Fund-Growth Plan-growth;10.8705;10.7618;10.8705;20-Sep-2007
100963;Principal Income Fund-Growth Plan-Institutional – Growth;12.8241;12.8241;12.8241;20-Sep-2007
101897;Principal Money Value Bond Fund-Dividend;10.6374;10.6374;10.5842;17-Mar-2006
101896;Principal Money Value Bond Fund-Growth;19.4263;19.4263;19.3292;17-Mar-2006
101498;Principal Monthly Income Plan-Growth;16.3203;16.2387;16.3203;20-Sep-2007
101499;Principal Monthly Income Plan-Monthly Dividend;11.0937;11.0382;11.0937;20-Sep-2007
101500;Principal Monthly Income Plan-Quaterly Dividend;11.2468;11.1906;11.2468;20-Sep-2007
102169;Principal Monthly Income Plan - Plus-Dividend - Monthly;11.3733;11.3164;11.3733;20-Sep-2007
102170;Principal Monthly Income Plan - Plus-Dividend - Quarterly;11.4931;11.4356;11.4931;20-Sep-2007
102171;Principal Monthly Income Plan - Plus-Growth;13.9603;13.8905;13.9603;20-Sep-2007
102405;Principal Pnb Debt Fund-Dividend;NA;NA;NA;17-Mar-2006
102406;Principal Pnb Debt Fund-Growth;19.7991;19.7001;19.7991;17-Mar-2006
101462;Principal Short Term Plan-Dividend;10.2874;10.2617;10.2874;20-Sep-2007
101463;Principal Short Term Plan-Growth;13.9845;13.9495;13.9845;20-Sep-2007
101466;Principal Short Term Plan-Institutional – Dividend Plan;10.5045;10.5045;10.5045;20-Sep-2007
101465;Principal Short Term Plan-Institutional – Growth Plan;13.0061;13.0061;13.0061;20-Sep-2007
101467;Principal Short Term Plan-Institutional – Weekly Dividend Plan;10.8256;10.8256;10.8256;20-Sep-2007
101613;Principal Trust Benefit Fund-Annual Dividend;10.6175;10.6175;12.0849;17-Mar-2006
101614;Principal Trust Benefit Fund-Growth;12.2689;12.2689;12.0849;17-Mar-2006
101615;Principal Trust Benefit Fund-Haly Yearly Dividend;10.3738;10.3738;10.2182;17-Mar-2006
101612;Principal Trust Benefit Fund-Quaterly Dividend;10.2614;10.2614;10.1075;17-Mar-2006

Reliance Mutual Fund
100386;Reliance Income Fund-Retail Plan - Annual Dividend Plan;12.8551;12.8551;12.8551;20-Sep-2007
100388;Reliance Income Fund-Retail Plan - Growth Plan Bonus Option;11.3929;11.3929;11.3929;20-Sep-2007
100387;Reliance Income Fund-Retail Plan - Growth Plan Growth Option;24.1744;24.1744;24.1744;20-Sep-2007
100385;Reliance Income Fund-Retail Plan - Half Yearly Dividend Plan;11.3908;11.3908;11.3908;20-Sep-2007
100383;Reliance Income Fund-Retail Plan - Monthly Dividend Plan;10.8569;10.8569;10.8569;20-Sep-2007
100384;Reliance Income Fund-Retail Plan - Quarterly Dividend Plan;12.3963;12.3963;12.3963;20-Sep-2007
105663;Reliance Interval Fund Annual Interval Fund Series-I-Institutional Plan Growth Option;10.4578;10.4578;10.4578;20-Sep-2007
105660;Reliance Interval Fund Annual Interval Fund Series-I-Institutional Plan-Dividend Option;10.0954;10.0954;10.0954;29-May-2007
